epoch,step,loss_total,wall_ms
48,333,0.028626,133.7
48,334,0.032081,134.6
48,335,0.028683,133.5
48,336,0.036893,68.6
49,337,0.032247,133.8
49,338,0.026080,69.5
49,339,0.033693,68.6
49,340,0.029873,68.9
49,341,0.031854,133.5
49,342,0.027680,133.8
49,343,0.023613,69.1
50,344,0.027701,25.2
50,345,0.029517,25.4
50,346,0.026704,68.9
50,347,0.025711,68.5
50,348,0.028711,68.8
50,349,0.030347,32.7
50,350,0.025994,68.9
51,351,0.035066,133.5
51,352,0.036495,70.0
51,353,0.028456,29.5
51,354,0.029368,133.7
51,355,0.025200,70.1
51,356,0.031577,69.0
51,357,0.029453,134.1
52,358,0.027059,68.6
52,359,0.023784,68.7
52,360,0.024768,68.7
52,361,0.025175,68.4
52,362,0.033652,133.4
52,363,0.024860,22.8
52,364,0.028621,75.9
53,365,0.029195,68.9
53,366,0.023345,68.6
53,367,0.026494,133.2
53,368,0.022543,134.1
53,369,0.025786,69.5
53,370,0.027389,68.9
53,371,0.028835,68.8
54,372,0.023406,134.2
54,373,0.023376,69.2
54,374,0.025436,68.5
54,375,0.026930,68.8
54,376,0.023615,27.6
54,377,0.032384,133.5
54,378,0.032147,133.9
55,379,0.030861,133.6
55,380,0.024285,133.6
55,381,0.034898,68.8
55,382,0.027379,26.7
55,383,0.020247,68.6
55,384,0.026031,74.3
55,385,0.024338,25.2
56,386,0.021579,69.4
56,387,0.030548,134.3
56,388,0.024859,68.8
56,389,0.025556,69.0
56,390,0.025406,69.2
56,391,0.026748,69.1
56,392,0.029226,69.7
57,393,0.023411,68.9
57,394,0.018869,29.2
57,395,0.035216,133.7
57,396,0.027459,70.2
57,397,0.025139,68.5
57,398,0.023787,30.1
57,399,0.034967,137.9
58,400,0.021752,68.9
58,401,0.017278,43.9
58,402,0.024160,133.4
58,403,0.029714,133.5
58,404,0.027597,68.8
58,405,0.031539,68.8
58,406,0.021127,26.4
59,407,0.018103,68.7
59,408,0.029560,25.9
59,409,0.023343,134.0
59,410,0.027976,26.0
59,411,0.025252,68.9
59,412,0.027368,133.9
59,413,0.027319,26.3
60,414,0.022045,34.8
60,415,0.026519,133.5
60,416,0.024098,32.4
60,417,0.026758,133.8
60,418,0.024101,68.8
60,419,0.024878,135.0
60,420,0.028980,135.9
61,421,0.025457,68.8
61,422,0.022388,70.1
61,423,0.026646,134.0
61,424,0.023691,68.5
61,425,0.033596,134.4
61,426,0.034749,68.8
61,427,0.026356,69.4
62,428,0.027321,68.7
62,429,0.020466,23.7
62,430,0.035191,68.7
62,431,0.024882,69.0
62,432,0.023372,28.3
62,433,0.024062,69.1
62,434,0.022929,26.0
63,435,0.035910,134.5
63,436,0.023984,69.0
63,437,0.024345,69.3
63,438,0.024738,133.7
63,439,0.023235,68.3
63,440,0.024467,25.6
63,441,0.026602,68.5
64,442,0.021771,46.5
64,443,0.034969,133.9
64,444,0.024251,24.5
64,445,0.024375,133.5
64,446,0.019438,68.8
64,447,0.022764,69.1
64,448,0.029751,133.7
65,449,0.023946,68.9
65,450,0.024992,74.8
65,451,0.028342,135.3
65,452,0.030063,68.6
65,453,0.023983,69.0
65,454,0.034934,68.8
65,455,0.024052,69.0
66,456,0.020960,68.6
66,457,0.027968,24.5
66,458,0.026628,26.1
66,459,0.020775,31.2
66,460,0.024007,68.9
66,461,0.021733,69.8
66,462,0.023220,68.5
67,463,0.019442,68.5
67,464,0.022707,68.7
67,465,0.029594,133.5
67,466,0.022743,29.0
67,467,0.024117,69.5
67,468,0.025989,33.9
67,469,0.021210,34.3
68,470,0.025833,69.2
68,471,0.022987,134.6
68,472,0.023394,68.7
68,473,0.027955,133.4
68,474,0.018557,24.5
68,475,0.020506,34.3
68,476,0.022951,29.1
69,477,0.028516,134.3
69,478,0.024201,134.3
69,479,0.019124,68.9
69,480,0.020098,22.6
69,481,0.024427,137.1
69,482,0.024661,68.9
69,483,0.029846,70.1
70,484,0.018954,24.0
70,485,0.015612,31.4
70,486,0.023169,68.9
70,487,0.022280,68.8
70,488,0.023991,133.9
70,489,0.031656,68.8
70,490,0.023297,68.5
71,491,0.019941,68.7
71,492,0.027556,74.5
71,493,0.020766,68.4
71,494,0.020444,68.7
71,495,0.018249,34.1
71,496,0.027815,134.4
71,497,0.019440,28.8
72,498,0.018284,69.1
72,499,0.018976,29.2
72,500,0.028751,69.4
72,501,0.021483,69.2
72,502,0.024037,68.6
72,503,0.025241,68.8
72,504,0.021754,68.8
73,505,0.020866,68.8
73,506,0.023383,68.4
73,507,0.021897,68.5
73,508,0.025211,69.3
73,509,0.023740,68.6
73,510,0.019734,26.8
73,511,0.020172,30.4
74,512,0.016938,29.0
74,513,0.018055,68.5
74,514,0.018719,68.4
74,515,0.014130,26.2
74,516,0.022739,68.7
74,517,0.031673,136.6
74,518,0.021895,68.7
75,519,0.021797,30.8
75,520,0.022573,70.0
75,521,0.020152,69.4
75,522,0.022062,68.7
75,523,0.026599,134.0
75,524,0.021284,135.5
75,525,0.026326,133.7
76,526,0.022594,69.2
76,527,0.021249,31.0
76,528,0.019884,41.1
76,529,0.018733,30.1
76,530,0.019411,31.8
76,531,0.019860,69.2
76,532,0.019072,68.5
77,533,0.028325,133.8
77,534,0.016776,26.8
77,535,0.023372,36.2
77,536,0.028649,68.6
77,537,0.021419,134.7
77,538,0.023153,30.4
77,539,0.020163,27.9
78,540,0.021843,69.4
78,541,0.018002,69.3
78,542,0.022672,134.4
78,543,0.020298,69.2
78,544,0.032241,133.4
78,545,0.022110,68.5
78,546,0.019765,68.8
79,547,0.025951,133.9
79,548,0.026299,68.5
79,549,0.019166,68.6
79,550,0.025485,134.0
79,551,0.020011,68.4
79,552,0.026469,133.5
79,553,0.033323,134.3
80,554,0.021303,68.5
80,555,0.019109,68.8
80,556,0.022834,69.5
80,557,0.021944,23.2
80,558,0.022184,68.5
80,559,0.019200,25.5
80,560,0.025006,142.0
81,561,0.014556,29.5
81,562,0.025438,134.0
81,563,0.021161,69.0
81,564,0.016906,21.5
81,565,0.022985,68.5
81,566,0.020541,69.0
81,567,0.017442,68.6
82,568,0.020986,68.7
82,569,0.020887,134.2
82,570,0.021155,135.0
82,571,0.020515,22.4
82,572,0.019466,30.6
82,573,0.020773,32.5
82,574,0.017038,69.1
83,575,0.018969,35.8
83,576,0.025116,69.1
83,577,0.018441,31.1
83,578,0.020185,133.6
83,579,0.019989,68.5
83,580,0.021489,27.8
83,581,0.028317,133.7
84,582,0.022162,28.0
84,583,0.019277,68.5
84,584,0.016926,32.8
84,585,0.021931,133.9
84,586,0.019866,68.6
84,587,0.019972,68.6
84,588,0.023672,133.8
85,589,0.018588,69.0
85,590,0.026391,133.6
85,591,0.024741,25.8
85,592,0.023963,68.8
85,593,0.026395,68.9
85,594,0.026137,135.7
85,595,0.021139,69.3
86,596,0.021611,37.3
86,597,0.015321,27.9
86,598,0.016281,34.1
86,599,0.016482,36.0
86,600,0.023577,69.0
86,601,0.022640,37.3
86,602,0.022649,69.0
87,603,0.016998,29.1
87,604,0.019736,68.6
87,605,0.016507,68.9
87,606,0.021845,133.9
87,607,0.026041,69.0
87,608,0.018062,29.2
87,609,0.028251,69.0
88,610,0.018873,69.1
88,611,0.020120,136.5
88,612,0.019902,69.6
88,613,0.021568,69.1
88,614,0.018184,133.6
88,615,0.017511,69.1
88,616,0.025243,141.1
89,617,0.017784,30.4
89,618,0.021468,68.9
89,619,0.026284,69.4
89,620,0.022569,134.3
89,621,0.021244,32.3
89,622,0.019762,68.6
89,623,0.021700,133.7
90,624,0.018332,133.4
90,625,0.018265,69.1
90,626,0.021443,68.9
90,627,0.021245,134.1
90,628,0.020019,68.7
90,629,0.029573,134.4
90,630,0.018968,134.4
91,631,0.016685,68.7
91,632,0.018497,68.6
91,633,0.022208,68.7
91,634,0.018013,21.1
91,635,0.025984,134.0
91,636,0.018407,68.6
91,637,0.020267,68.5
92,638,0.023782,135.5
92,639,0.019810,68.9
92,640,0.020210,68.8
92,641,0.022111,69.0
92,642,0.018366,68.8
92,643,0.019322,73.5
92,644,0.023047,68.6
93,645,0.019254,68.8
93,646,0.017718,68.6
93,647,0.021408,133.9
93,648,0.022470,68.5
93,649,0.019391,69.1
93,650,0.019833,70.0
93,651,0.018801,72.0
94,652,0.019803,68.9
94,653,0.021520,134.4
94,654,0.021515,134.0
94,655,0.024667,134.0
94,656,0.025454,68.9
94,657,0.021995,133.5
94,658,0.019336,133.6
95,659,0.018126,68.5
95,660,0.020092,135.0
95,661,0.021848,135.0
95,662,0.018550,134.4
95,663,0.030102,134.0
95,664,0.022860,31.6
95,665,0.022368,30.3
96,666,0.016807,68.9
96,667,0.028453,134.0
96,668,0.017587,33.1
96,669,0.019878,69.0
96,670,0.017309,33.9
96,671,0.022445,69.3
96,672,0.022187,133.5
97,673,0.020132,133.8
97,674,0.015585,68.6
97,675,0.020354,134.1
97,676,0.020508,25.8
97,677,0.024359,133.5
97,678,0.016619,23.9
97,679,0.021386,69.8
98,680,0.020850,75.2
98,681,0.018721,135.4
98,682,0.015749,27.8
98,683,0.018502,69.3
98,684,0.019131,68.7
98,685,0.015674,29.3
98,686,0.017661,68.8
99,687,0.017815,68.5
99,688,0.015304,69.0
99,689,0.021265,137.3
99,690,0.023728,134.1
99,691,0.022067,68.8
99,692,0.019127,68.8
99,693,0.023748,68.5
100,694,0.022828,69.0
100,695,0.018029,135.8
100,696,0.020869,68.9
100,697,0.024079,134.3
100,698,0.015032,68.9
100,699,0.015952,68.9
100,700,0.022368,68.7
101,701,0.018421,68.4
101,702,0.022057,69.8
101,703,0.020558,134.1
101,704,0.018261,68.6
101,705,0.019887,133.7
101,706,0.017582,68.8
101,707,0.017326,70.5
102,708,0.016131,29.9
102,709,0.016715,30.7
102,710,0.022050,134.5
102,711,0.017168,133.8
102,712,0.018322,25.8
102,713,0.016862,135.7
102,714,0.018338,68.7
103,715,0.016148,69.0
103,716,0.020955,133.6
103,717,0.017140,69.0
103,718,0.017355,69.4
103,719,0.017434,69.0
103,720,0.024420,69.0
103,721,0.019139,68.8
104,722,0.020389,68.8
104,723,0.015676,68.8
104,724,0.023625,134.1
104,725,0.020251,68.9
104,726,0.019329,35.6
104,727,0.021483,70.8
104,728,0.020318,68.8
105,729,0.016863,68.8
105,730,0.022896,68.8
105,731,0.023162,133.7
105,732,0.018406,133.8
105,733,0.024879,134.0
105,734,0.021283,134.4
105,735,0.020968,133.6
106,736,0.017010,133.5
106,737,0.028038,133.5
106,738,0.022299,69.2
106,739,0.017458,29.3
106,740,0.022359,32.0
106,741,0.021212,69.0
106,742,0.023392,135.1
107,743,0.021366,68.5
107,744,0.016564,23.0
107,745,0.024468,134.2
107,746,0.015285,69.4
107,747,0.016593,68.8
107,748,0.019699,68.9
107,749,0.016858,69.0
108,750,0.022541,68.8
108,751,0.022146,134.7
108,752,0.019434,73.4
108,753,0.017600,68.9
108,754,0.013143,27.2
108,755,0.018582,133.6
108,756,0.018954,69.7
109,757,0.017667,27.4
109,758,0.017699,69.0
109,759,0.017007,69.4
109,760,0.015264,69.8
109,761,0.025696,134.0
109,762,0.012151,30.1
109,763,0.016998,133.8
110,764,0.017570,68.3
110,765,0.024958,133.4
110,766,0.014356,23.5
110,767,0.016550,69.6
110,768,0.020337,133.9
110,769,0.018049,68.8
110,770,0.022348,69.5
111,771,0.015453,68.5
111,772,0.015614,22.4
111,773,0.010784,30.6
111,774,0.017432,134.0
111,775,0.020538,26.7
111,776,0.018074,68.8
111,777,0.017578,69.2
112,778,0.015807,26.6
112,779,0.013296,68.9
112,780,0.014605,68.9
112,781,0.020521,133.9
112,782,0.024400,133.4
112,783,0.022577,68.7
112,784,0.017836,68.6
113,785,0.027030,133.6
113,786,0.018047,68.8
113,787,0.014405,77.2
113,788,0.021343,69.2
113,789,0.018424,68.8
113,790,0.015014,21.3
113,791,0.027292,68.4
114,792,0.018625,68.9
114,793,0.019093,68.7
114,794,0.020711,139.1
114,795,0.028283,133.5
114,796,0.023532,133.6
114,797,0.021820,68.8
114,798,0.022647,69.1
115,799,0.022106,133.6
115,800,0.022199,68.8
115,801,0.019625,69.4
115,802,0.019105,69.3
115,803,0.020511,133.9
115,804,0.022798,133.7
115,805,0.019847,68.9
116,806,0.017884,30.4
116,807,0.021599,133.8
116,808,0.018970,68.9
116,809,0.018433,69.5
116,810,0.016441,29.7
116,811,0.024482,133.5
116,812,0.013776,30.1
117,813,0.015517,134.1
117,814,0.016838,69.1
117,815,0.015768,22.4
117,816,0.022665,133.9
117,817,0.018937,68.8
117,818,0.017703,23.7
117,819,0.018802,69.4
118,820,0.017563,68.6
118,821,0.012809,68.4
118,822,0.017958,68.7
118,823,0.022089,133.8
118,824,0.021666,133.8
118,825,0.019068,133.9
118,826,0.017729,139.3
119,827,0.019949,135.2
119,828,0.017234,69.4
119,829,0.016588,69.2
119,830,0.014783,68.5
119,831,0.017562,68.8
119,832,0.016648,69.1
119,833,0.014346,32.4
120,834,0.013020,28.2
120,835,0.017419,133.7
120,836,0.022377,75.6
120,837,0.021224,68.7
120,838,0.014252,35.0
120,839,0.017844,68.9
120,840,0.021735,134.0
121,841,0.016064,69.8
121,842,0.019752,32.2
121,843,0.015304,29.4
121,844,0.018107,68.5
121,845,0.021456,69.1
121,846,0.012723,29.4
121,847,0.017559,68.7
122,848,0.021696,134.1
122,849,0.018970,134.0
122,850,0.012403,24.9
122,851,0.011900,31.5
122,852,0.014327,30.3
122,853,0.015635,134.6
122,854,0.015713,69.1
123,855,0.019125,69.8
123,856,0.016531,133.9
123,857,0.022284,133.6
123,858,0.016239,135.5
123,859,0.016055,25.2
123,860,0.021059,68.9
123,861,0.018858,134.0
124,862,0.013792,25.7
124,863,0.013149,68.8
124,864,0.019276,134.3
124,865,0.015249,32.9
124,866,0.023213,134.9
124,867,0.014022,34.3
124,868,0.018411,76.5
125,869,0.022105,69.0
125,870,0.014859,26.6
125,871,0.013664,28.0
125,872,0.018627,68.8
125,873,0.020263,133.6
125,874,0.019068,133.5
125,875,0.014321,27.0
126,876,0.015085,69.1
126,877,0.021974,69.9
126,878,0.018952,68.9
126,879,0.018120,134.0
126,880,0.017620,68.8
126,881,0.017948,68.5
126,882,0.025252,133.6
127,883,0.013551,70.2
127,884,0.019328,68.5
127,885,0.012442,21.7
127,886,0.018151,135.2
127,887,0.012987,24.4
127,888,0.013550,68.6
127,889,0.020219,68.6
128,890,0.016317,26.6
128,891,0.015315,68.8
128,892,0.021377,136.1
128,893,0.021659,134.4
128,894,0.017542,69.2
128,895,0.014366,70.8
128,896,0.016831,69.9
129,897,0.016509,133.6
129,898,0.016573,25.5
129,899,0.023007,68.9
129,900,0.018660,69.0
129,901,0.026139,134.0
129,902,0.020957,133.6
129,903,0.016203,68.7
130,904,0.018566,135.5
130,905,0.014406,69.1
130,906,0.017721,31.3
130,907,0.018879,71.2
130,908,0.018367,68.9
130,909,0.015241,135.2
130,910,0.017895,133.6
131,911,0.017460,68.6
131,912,0.014385,23.5
131,913,0.019064,133.9
131,914,0.018300,69.7
131,915,0.022350,134.1
131,916,0.019091,68.8
131,917,0.019285,134.2
132,918,0.016146,29.1
132,919,0.016605,68.7
132,920,0.017288,68.9
132,921,0.015968,68.8
132,922,0.015452,28.8
132,923,0.016546,34.6
132,924,0.015785,36.0
133,925,0.021742,69.2
133,926,0.025238,68.7
133,927,0.017619,68.4
133,928,0.017354,68.5
133,929,0.013763,31.9
133,930,0.015481,70.0
133,931,0.022692,68.8
134,932,0.012915,34.7
134,933,0.021559,134.1
134,934,0.018641,68.8
134,935,0.018787,68.8
134,936,0.014805,134.7
134,937,0.016674,68.8
134,938,0.018931,134.3
135,939,0.015022,76.5
135,940,0.017577,69.0
135,941,0.017725,133.7
135,942,0.018495,68.9
135,943,0.014856,68.8
135,944,0.018497,70.1
135,945,0.020169,69.2
136,946,0.015998,70.9
136,947,0.017481,32.1
136,948,0.018884,133.5
136,949,0.015532,68.6
136,950,0.014045,68.6
136,951,0.018313,68.7
136,952,0.019609,68.9
137,953,0.013119,68.7
137,954,0.011257,27.4
137,955,0.012102,33.3
137,956,0.014966,36.0
137,957,0.018234,134.1
137,958,0.013458,69.2
137,959,0.013369,28.8
138,960,0.021121,68.9
138,961,0.013221,68.7
138,962,0.013553,69.1
138,963,0.013348,68.8
138,964,0.018471,133.9
138,965,0.015177,133.3
138,966,0.013268,68.6
139,967,0.016567,69.0
139,968,0.015309,31.2
139,969,0.012500,33.7
139,970,0.015474,68.8
139,971,0.012499,30.1
139,972,0.016762,32.9
139,973,0.015021,69.1
140,974,0.016367,69.5
140,975,0.017299,68.8
140,976,0.015163,68.8
140,977,0.017962,28.3
140,978,0.014503,68.6
140,979,0.013129,26.0
140,980,0.019973,135.7
141,981,0.018172,133.6
141,982,0.014171,26.6
141,983,0.014440,68.6
141,984,0.014247,38.7
141,985,0.016275,30.2
141,986,0.015423,29.7
141,987,0.017523,133.7
142,988,0.012567,22.3
142,989,0.016253,69.0
142,990,0.012925,30.0
142,991,0.011397,68.9
142,992,0.019891,69.2
142,993,0.014213,29.1
142,994,0.014216,68.6
143,995,0.018153,133.6
143,996,0.018770,133.9
143,997,0.015552,135.5
143,998,0.011571,31.6
143,999,0.022257,133.6
143,1000,0.016987,70.2
143,1001,0.013195,25.1
144,1002,0.015625,68.5
144,1003,0.022190,133.1
144,1004,0.010855,31.9
144,1005,0.016170,68.8
144,1006,0.013355,68.7
144,1007,0.012712,31.3
144,1008,0.020011,134.7
145,1009,0.012474,36.6
145,1010,0.012147,69.1
145,1011,0.013604,70.3
145,1012,0.014814,133.8
145,1013,0.018930,69.3
145,1014,0.018258,27.9
145,1015,0.016027,68.7
146,1016,0.016536,133.6
146,1017,0.016164,68.7
146,1018,0.019970,68.7
146,1019,0.017585,68.7
146,1020,0.015854,69.4
146,1021,0.015222,68.7
146,1022,0.024021,133.7
147,1023,0.017148,70.1
147,1024,0.018932,133.1
147,1025,0.017804,68.5
147,1026,0.018709,68.5
147,1027,0.018660,73.8
147,1028,0.021008,133.8
147,1029,0.016689,30.5
148,1030,0.020731,68.9
148,1031,0.016877,133.9
148,1032,0.013953,26.6
148,1033,0.019337,68.7
148,1034,0.017360,69.4
148,1035,0.020802,68.8
148,1036,0.019552,68.6
149,1037,0.014347,21.9
149,1038,0.015771,68.8
149,1039,0.020384,68.8
149,1040,0.013547,28.8
149,1041,0.017518,68.5
149,1042,0.013417,30.7
149,1043,0.021455,136.6
150,1044,0.012237,27.6
150,1045,0.015446,68.5
150,1046,0.017461,133.7
150,1047,0.017604,134.1
150,1048,0.014023,68.6
150,1049,0.020002,133.6
150,1050,0.011587,30.3
151,1051,0.018676,133.6
151,1052,0.015328,134.0
151,1053,0.017954,68.8
151,1054,0.014181,30.5
151,1055,0.015231,69.2
151,1056,0.019571,138.2
151,1057,0.015265,25.8
152,1058,0.014658,36.0
152,1059,0.010805,31.0
152,1060,0.018940,133.4
152,1061,0.017337,68.5
152,1062,0.013892,68.7
152,1063,0.021951,133.6
152,1064,0.012149,68.5
153,1065,0.016225,133.2
153,1066,0.014048,68.5
153,1067,0.013701,68.5
153,1068,0.035098,68.6
