epoch,step,loss_total,wall_ms
153,1069,0.015178,27.3
153,1070,0.015785,33.6
153,1071,0.014007,69.0
154,1072,0.014833,68.6
154,1073,0.014596,133.3
154,1074,0.013114,26.9
154,1075,0.016707,68.5
154,1076,0.018506,134.0
154,1077,0.017468,68.9
154,1078,0.021213,68.7
155,1079,0.016470,24.9
155,1080,0.015499,68.7
155,1081,0.016051,69.0
155,1082,0.013272,33.4
155,1083,0.017710,69.0
155,1084,0.018159,134.5
155,1085,0.016407,68.8
156,1086,0.016404,68.6
156,1087,0.017816,69.6
156,1088,0.018623,68.6
156,1089,0.014346,68.7
156,1090,0.014119,68.6
156,1091,0.017041,68.6
156,1092,0.018499,133.1
157,1093,0.019324,133.7
157,1094,0.012720,69.1
157,1095,0.015420,134.1
157,1096,0.019124,133.6
157,1097,0.016118,32.0
157,1098,0.016975,27.9
157,1099,0.013122,39.2
158,1100,0.021521,133.9
158,1101,0.022589,135.2
158,1102,0.016329,28.2
158,1103,0.016372,30.2
158,1104,0.019592,68.6
158,1105,0.015040,68.9
158,1106,0.014088,31.3
159,1107,0.015146,31.5
159,1108,0.019188,68.6
159,1109,0.011756,29.5
159,1110,0.013355,30.8
159,1111,0.020842,142.4
159,1112,0.016192,68.4
159,1113,0.022867,133.5
160,1114,0.015097,29.2
160,1115,0.013137,69.9
160,1116,0.016538,69.2
160,1117,0.018488,133.7
160,1118,0.014215,69.5
160,1119,0.014255,33.5
160,1120,0.014806,20.9
161,1121,0.015196,30.9
161,1122,0.020834,133.4
161,1123,0.014659,68.5
161,1124,0.016583,68.5
161,1125,0.015994,68.9
161,1126,0.017647,135.8
161,1127,0.012990,70.8
162,1128,0.016405,69.2
162,1129,0.019779,134.1
162,1130,0.013241,134.1
162,1131,0.019680,68.7
162,1132,0.017232,28.4
162,1133,0.017129,68.8
162,1134,0.012148,24.5
163,1135,0.011726,24.4
163,1136,0.014592,68.9
163,1137,0.020227,133.6
163,1138,0.015885,69.1
163,1139,0.019707,135.0
163,1140,0.014586,133.5
163,1141,0.014406,68.5
164,1142,0.016168,68.8
164,1143,0.012910,23.6
164,1144,0.014325,24.8
164,1145,0.016855,68.9
164,1146,0.016467,133.1
164,1147,0.015625,68.9
164,1148,0.018518,68.9
165,1149,0.014374,26.7
165,1150,0.022342,133.6
165,1151,0.011117,68.5
165,1152,0.020752,133.3
165,1153,0.013712,68.5
165,1154,0.016922,133.8
165,1155,0.015469,134.0
166,1156,0.016652,28.7
166,1157,0.013658,68.7
166,1158,0.014060,68.5
166,1159,0.017314,69.2
166,1160,0.012938,24.5
166,1161,0.017847,68.5
166,1162,0.015238,31.2
167,1163,0.013175,68.7
167,1164,0.014692,68.5
167,1165,0.010428,29.2
167,1166,0.015426,24.4
167,1167,0.012678,68.5
167,1168,0.014397,69.9
167,1169,0.020634,68.7
168,1170,0.024530,68.8
168,1171,0.015395,30.6
168,1172,0.012640,30.2
168,1173,0.020940,133.7
168,1174,0.016425,26.6
168,1175,0.014005,34.2
168,1176,0.016777,133.9
169,1177,0.015259,134.2
169,1178,0.016743,133.7
169,1179,0.016650,134.0
169,1180,0.011635,30.8
169,1181,0.011967,29.4
169,1182,0.019281,68.4
169,1183,0.013726,68.8
170,1184,0.014526,133.6
170,1185,0.016234,134.1
170,1186,0.012976,31.7
170,1187,0.014606,133.9
170,1188,0.012064,69.4
170,1189,0.017265,69.0
170,1190,0.014607,68.6
171,1191,0.015679,68.4
171,1192,0.012663,69.1
171,1193,0.017421,133.2
171,1194,0.012982,68.5
171,1195,0.011515,31.3
171,1196,0.016218,69.1
171,1197,0.012611,29.4
172,1198,0.011022,30.7
172,1199,0.009392,35.5
172,1200,0.015934,68.9
172,1201,0.012237,20.7
172,1202,0.012425,21.6
172,1203,0.020100,133.7
172,1204,0.016782,133.6
173,1205,0.015918,68.9
173,1206,0.009901,28.2
173,1207,0.017956,133.8
173,1208,0.017671,74.9
173,1209,0.016271,68.9
173,1210,0.018269,69.0
173,1211,0.019044,68.6
174,1212,0.016501,133.7
174,1213,0.009426,27.4
174,1214,0.016500,133.6
174,1215,0.012789,69.6
174,1216,0.013516,69.5
174,1217,0.018494,133.5
174,1218,0.017636,69.8
175,1219,0.017545,69.0
175,1220,0.019268,68.3
175,1221,0.013632,27.7
175,1222,0.014288,68.6
175,1223,0.012946,68.7
175,1224,0.014496,69.5
175,1225,0.010958,32.3
176,1226,0.015249,69.1
176,1227,0.014859,68.5
176,1228,0.016259,134.3
176,1229,0.013235,68.9
176,1230,0.016667,133.9
176,1231,0.013138,24.9
176,1232,0.019181,68.6
177,1233,0.014708,133.5
177,1234,0.014743,68.6
177,1235,0.011621,26.0
177,1236,0.013246,28.6
177,1237,0.018339,133.8
177,1238,0.017589,69.4
177,1239,0.016034,134.0
178,1240,0.014298,133.5
178,1241,0.014428,69.0
178,1242,0.016762,68.5
178,1243,0.014984,68.5
178,1244,0.020121,133.8
178,1245,0.016643,134.1
178,1246,0.015740,26.0
179,1247,0.016973,134.9
179,1248,0.015780,70.4
179,1249,0.012417,30.5
179,1250,0.013141,21.6
179,1251,0.015407,30.3
179,1252,0.013882,69.4
179,1253,0.014369,69.1
180,1254,0.012931,69.2
180,1255,0.017091,69.5
180,1256,0.017309,133.5
180,1257,0.014435,68.9
180,1258,0.012994,32.9
180,1259,0.013084,68.7
180,1260,0.014407,33.8
181,1261,0.016537,68.5
181,1262,0.015687,68.7
181,1263,0.014307,133.5
181,1264,0.015348,133.4
181,1265,0.015879,68.8
181,1266,0.014977,133.2
181,1267,0.021366,133.4
182,1268,0.015863,133.7
182,1269,0.014160,68.4
182,1270,0.019129,133.2
182,1271,0.012426,28.3
182,1272,0.015333,134.6
182,1273,0.012313,68.9
182,1274,0.015493,31.8
183,1275,0.014885,36.3
183,1276,0.011651,28.6
183,1277,0.015512,69.4
183,1278,0.015053,68.5
183,1279,0.013348,68.7
183,1280,0.012524,68.4
183,1281,0.016244,68.6
184,1282,0.021982,133.4
184,1283,0.016374,68.7
184,1284,0.011461,21.6
184,1285,0.017752,133.4
184,1286,0.013170,28.2
184,1287,0.014047,68.6
184,1288,0.018118,68.7
185,1289,0.020528,133.4
185,1290,0.014028,69.2
185,1291,0.015290,68.7
185,1292,0.016950,133.9
185,1293,0.013025,27.5
185,1294,0.012821,68.5
185,1295,0.016807,68.5
186,1296,0.011354,68.5
186,1297,0.012406,133.3
186,1298,0.011806,23.3
186,1299,0.016039,68.5
186,1300,0.016528,30.0
186,1301,0.013919,68.8
186,1302,0.011742,27.9
187,1303,0.017755,68.6
187,1304,0.011510,33.9
187,1305,0.015556,133.7
187,1306,0.015880,32.8
187,1307,0.014060,68.8
187,1308,0.014384,73.9
187,1309,0.017973,133.6
188,1310,0.011194,68.6
188,1311,0.009927,31.7
188,1312,0.012232,32.3
188,1313,0.011938,34.2
188,1314,0.014330,68.6
188,1315,0.014337,68.6
188,1316,0.014207,71.6
189,1317,0.016092,68.7
189,1318,0.013327,133.5
189,1319,0.012786,69.4
189,1320,0.011776,70.2
189,1321,0.013237,34.0
189,1322,0.017644,134.2
189,1323,0.014226,69.1
190,1324,0.012934,68.5
190,1325,0.011821,68.6
190,1326,0.017688,133.8
190,1327,0.015371,133.4
190,1328,0.010639,24.6
190,1329,0.017307,133.9
190,1330,0.019979,134.2
191,1331,0.011359,29.1
191,1332,0.010222,26.1
191,1333,0.012633,31.7
191,1334,0.015427,74.5
191,1335,0.011325,69.1
191,1336,0.018993,133.5
191,1337,0.010283,26.9
192,1338,0.013488,68.7
192,1339,0.011241,28.5
192,1340,0.012073,68.6
192,1341,0.014579,68.4
192,1342,0.014805,68.6
192,1343,0.013539,22.6
192,1344,0.013291,68.4
193,1345,0.017263,133.4
193,1346,0.013467,134.0
193,1347,0.014908,133.6
193,1348,0.009277,21.0
193,1349,0.012088,133.9
193,1350,0.014012,68.6
193,1351,0.018271,133.3
194,1352,0.012726,133.5
194,1353,0.011777,28.9
194,1354,0.009677,27.3
194,1355,0.009587,31.1
194,1356,0.009716,68.5
194,1357,0.019118,69.1
194,1358,0.010529,30.1
195,1359,0.014907,70.0
195,1360,0.014277,133.2
195,1361,0.016245,68.5
195,1362,0.016478,135.6
195,1363,0.014609,68.7
195,1364,0.014931,68.6
195,1365,0.013049,133.9
196,1366,0.016330,68.7
196,1367,0.014735,134.0
196,1368,0.018879,133.4
196,1369,0.014303,68.5
196,1370,0.011724,68.6
196,1371,0.013021,68.7
196,1372,0.016068,68.7
197,1373,0.013724,26.6
197,1374,0.014923,133.9
197,1375,0.017845,68.6
197,1376,0.012163,28.2
197,1377,0.011498,27.9
197,1378,0.018479,133.4
197,1379,0.016168,68.8
198,1380,0.011519,27.6
198,1381,0.016716,133.6
198,1382,0.013621,70.2
198,1383,0.014957,69.1
198,1384,0.012505,28.9
198,1385,0.012832,70.1
198,1386,0.017012,134.1
199,1387,0.015046,134.2
199,1388,0.009026,22.2
199,1389,0.012252,68.6
199,1390,0.013355,68.4
199,1391,0.011825,25.1
199,1392,0.013094,69.0
199,1393,0.013639,26.7
200,1394,0.012877,32.8
200,1395,0.015730,69.0
200,1396,0.013829,141.2
200,1397,0.014201,27.7
200,1398,0.011751,68.5
200,1399,0.010655,27.2
200,1400,0.013601,69.0
201,1401,0.017735,68.5
201,1402,0.011914,68.4
201,1403,0.012019,23.3
201,1404,0.015449,68.5
201,1405,0.013445,68.4
201,1406,0.013831,69.7
201,1407,0.013523,68.9
202,1408,0.010996,68.7
202,1409,0.018723,133.9
202,1410,0.010375,69.8
202,1411,0.011081,69.3
202,1412,0.019086,133.4
202,1413,0.013385,68.7
202,1414,0.011952,23.6
203,1415,0.012588,68.4
203,1416,0.011012,68.7
203,1417,0.019437,69.3
203,1418,0.012721,133.5
203,1419,0.011634,32.8
203,1420,0.014262,69.2
203,1421,0.019710,133.8
204,1422,0.015397,134.0
204,1423,0.014934,133.6
204,1424,0.013842,68.6
204,1425,0.012474,27.1
204,1426,0.013949,32.8
204,1427,0.017082,68.7
204,1428,0.013409,69.9
205,1429,0.015512,133.7
205,1430,0.013366,68.8
205,1431,0.012353,28.8
205,1432,0.016202,69.0
205,1433,0.011746,69.7
205,1434,0.015666,68.5
205,1435,0.014276,69.0
206,1436,0.015509,68.6
206,1437,0.011488,28.4
206,1438,0.011890,68.8
206,1439,0.015573,68.7
206,1440,0.014200,68.3
206,1441,0.013374,68.4
206,1442,0.018774,133.3
207,1443,0.015925,133.9
207,1444,0.012443,26.5
207,1445,0.012705,133.7
207,1446,0.011111,39.3
207,1447,0.015478,70.2
207,1448,0.010961,32.6
207,1449,0.018558,133.6
208,1450,0.011754,133.9
208,1451,0.013126,34.1
208,1452,0.012240,68.6
208,1453,0.014861,134.3
208,1454,0.020003,134.0
208,1455,0.014881,69.3
208,1456,0.012926,69.0
209,1457,0.012678,133.4
209,1458,0.010012,32.3
209,1459,0.012198,28.4
209,1460,0.011306,32.1
209,1461,0.014763,68.5
209,1462,0.011396,68.5
209,1463,0.014560,69.0
210,1464,0.013795,33.9
210,1465,0.014532,68.6
210,1466,0.010638,69.1
210,1467,0.014106,133.2
210,1468,0.010652,68.7
210,1469,0.019151,133.7
210,1470,0.013911,68.9
211,1471,0.010208,28.7
211,1472,0.017651,133.9
211,1473,0.013598,68.8
211,1474,0.013425,133.3
211,1475,0.011923,22.6
211,1476,0.009669,28.0
211,1477,0.010714,30.9
212,1478,0.010430,30.7
212,1479,0.012823,29.7
212,1480,0.012514,74.3
212,1481,0.014673,68.7
212,1482,0.011455,68.7
212,1483,0.012002,69.0
212,1484,0.014765,68.7
213,1485,0.017949,133.6
213,1486,0.010593,68.5
213,1487,0.012106,68.9
213,1488,0.011754,74.6
213,1489,0.010665,69.5
213,1490,0.013390,133.9
213,1491,0.013867,22.9
214,1492,0.015689,133.5
214,1493,0.009481,68.5
214,1494,0.011310,21.3
214,1495,0.014213,133.6
214,1496,0.010867,68.8
214,1497,0.012699,68.7
214,1498,0.011920,69.3
215,1499,0.018222,133.5
215,1500,0.010370,68.8
215,1501,0.013870,30.6
215,1502,0.012851,73.1
215,1503,0.010272,43.3
215,1504,0.011596,36.0
215,1505,0.011673,34.7
216,1506,0.015208,69.5
216,1507,0.012225,68.7
216,1508,0.019506,133.5
216,1509,0.014854,68.9
216,1510,0.016723,134.3
216,1511,0.014377,136.2
216,1512,0.011669,70.9
217,1513,0.017670,133.8
217,1514,0.010510,30.6
217,1515,0.019566,133.7
217,1516,0.012348,30.6
217,1517,0.019348,134.7
217,1518,0.013257,68.7
217,1519,0.012948,28.5
218,1520,0.015301,134.8
218,1521,0.014972,68.7
218,1522,0.018353,133.3
218,1523,0.011353,68.7
218,1524,0.012010,68.6
218,1525,0.015786,25.8
218,1526,0.015564,68.5
219,1527,0.012424,29.1
219,1528,0.015223,134.0
219,1529,0.012176,25.6
219,1530,0.013681,31.8
219,1531,0.016560,133.7
219,1532,0.013108,133.6
219,1533,0.018386,133.4
220,1534,0.010830,69.6
220,1535,0.016097,68.8
220,1536,0.011365,68.4
220,1537,0.012416,69.9
220,1538,0.021032,133.4
220,1539,0.011611,68.3
220,1540,0.012071,21.5
221,1541,0.012127,68.8
221,1542,0.014760,133.6
221,1543,0.012146,68.8
221,1544,0.010562,25.7
221,1545,0.012082,68.8
221,1546,0.013326,28.1
221,1547,0.013633,68.5
222,1548,0.012973,68.4
222,1549,0.011491,68.7
222,1550,0.014078,34.5
222,1551,0.012454,27.4
222,1552,0.012353,34.7
222,1553,0.013545,68.5
222,1554,0.011320,27.6
223,1555,0.015114,134.0
223,1556,0.013273,28.7
223,1557,0.013727,68.4
223,1558,0.011045,68.5
223,1559,0.013115,68.4
223,1560,0.015536,68.6
223,1561,0.016237,133.5
224,1562,0.011237,27.8
224,1563,0.011769,68.6
224,1564,0.014622,68.4
224,1565,0.011427,24.6
224,1566,0.014894,133.5
224,1567,0.012698,68.6
224,1568,0.013882,134.1
225,1569,0.009825,68.9
225,1570,0.013125,68.4
225,1571,0.015381,68.7
225,1572,0.015037,68.7
225,1573,0.008191,26.4
225,1574,0.015707,133.9
225,1575,0.012560,22.3
226,1576,0.014187,134.8
226,1577,0.011447,68.6
226,1578,0.013279,68.5
226,1579,0.013206,68.4
226,1580,0.008733,24.8
226,1581,0.012258,68.9
226,1582,0.017240,69.0
227,1583,0.014054,133.5
227,1584,0.015497,133.9
227,1585,0.010852,72.5
227,1586,0.012657,133.1
227,1587,0.011650,24.7
227,1588,0.014094,68.9
227,1589,0.011147,133.5
228,1590,0.011404,31.5
228,1591,0.015195,68.7
228,1592,0.010417,68.4
228,1593,0.013162,136.5
228,1594,0.013735,68.6
228,1595,0.017899,133.3
228,1596,0.011486,133.6
229,1597,0.016151,133.5
229,1598,0.008967,24.7
229,1599,0.010833,27.7
229,1600,0.014470,134.0
229,1601,0.013036,70.8
229,1602,0.012538,68.4
229,1603,0.012518,133.6
230,1604,0.010030,31.3
230,1605,0.011432,69.7
230,1606,0.010790,31.4
230,1607,0.013368,69.5
230,1608,0.012320,33.9
230,1609,0.012454,68.8
230,1610,0.011843,133.5
231,1611,0.013537,133.9
231,1612,0.019271,133.9
231,1613,0.011592,69.1
231,1614,0.009820,29.6
231,1615,0.013835,70.3
231,1616,0.020587,135.3
231,1617,0.016014,68.4
232,1618,0.013968,68.5
232,1619,0.013594,26.6
232,1620,0.015131,68.5
232,1621,0.014406,133.4
232,1622,0.011794,40.4
232,1623,0.012405,136.1
232,1624,0.015928,70.0
233,1625,0.013919,69.1
233,1626,0.012180,76.8
233,1627,0.013544,68.5
233,1628,0.012001,37.1
233,1629,0.010787,35.6
233,1630,0.015529,68.6
233,1631,0.015113,68.9
234,1632,0.011766,133.4
234,1633,0.008302,29.1
234,1634,0.014108,73.8
234,1635,0.014264,133.1
234,1636,0.013382,68.5
234,1637,0.011452,29.0
234,1638,0.011439,68.4
235,1639,0.012023,38.7
235,1640,0.011156,35.2
235,1641,0.015183,134.1
235,1642,0.013167,28.3
235,1643,0.012878,70.2
235,1644,0.010730,68.5
235,1645,0.010841,29.3
236,1646,0.014503,135.8
236,1647,0.016655,133.6
236,1648,0.008579,33.4
236,1649,0.011231,70.9
236,1650,0.012398,133.7
236,1651,0.013456,25.0
236,1652,0.012252,30.2
237,1653,0.011202,31.8
237,1654,0.011109,68.6
237,1655,0.013007,70.4
237,1656,0.011988,29.1
237,1657,0.017673,133.5
237,1658,0.013976,74.2
237,1659,0.011703,30.7
238,1660,0.010747,30.1
238,1661,0.016355,134.2
238,1662,0.011309,70.5
238,1663,0.011879,68.4
238,1664,0.010004,70.2
238,1665,0.013379,68.6
238,1666,0.016236,133.2
239,1667,0.012031,24.9
239,1668,0.010075,68.6
239,1669,0.011389,68.7
239,1670,0.015493,68.6
239,1671,0.013675,68.5
239,1672,0.010858,29.5
239,1673,0.012540,68.7
240,1674,0.011984,29.8
240,1675,0.011609,133.8
240,1676,0.013786,133.8
240,1677,0.017679,68.8
240,1678,0.012957,68.6
240,1679,0.013538,69.2
240,1680,0.013364,68.9
241,1681,0.010811,31.5
241,1682,0.013017,134.6
241,1683,0.014627,133.7
241,1684,0.024463,133.7
241,1685,0.011991,133.6
241,1686,0.011745,134.4
241,1687,0.015635,68.8
242,1688,0.010371,68.6
242,1689,0.009093,22.6
242,1690,0.015124,133.7
242,1691,0.008948,21.4
242,1692,0.012240,68.5
242,1693,0.011985,133.2
242,1694,0.011082,28.9
243,1695,0.010454,31.7
243,1696,0.008526,32.6
243,1697,0.009613,33.2
243,1698,0.012432,68.5
243,1699,0.012630,68.4
243,1700,0.012356,68.5
243,1701,0.014242,68.5
244,1702,0.011059,68.8
244,1703,0.013183,68.7
244,1704,0.010924,68.6
244,1705,0.010418,68.8
244,1706,0.011474,133.4
244,1707,0.017233,133.5
244,1708,0.013621,133.9
245,1709,0.012233,133.8
245,1710,0.012823,68.7
245,1711,0.011729,25.8
245,1712,0.011709,68.7
245,1713,0.012924,69.0
245,1714,0.012100,74.6
245,1715,0.015782,136.2
246,1716,0.014066,135.2
246,1717,0.016131,68.7
246,1718,0.013117,133.4
246,1719,0.010034,68.8
246,1720,0.011808,30.5
246,1721,0.011984,69.4
246,1722,0.013286,70.3
247,1723,0.012671,30.2
247,1724,0.015019,133.6
247,1725,0.013503,134.4
247,1726,0.012261,30.2
247,1727,0.013883,133.6
247,1728,0.014770,68.7
247,1729,0.008458,27.1
248,1730,0.012407,133.9
248,1731,0.012387,68.5
248,1732,0.010538,22.9
248,1733,0.011619,68.6
248,1734,0.014824,38.0
248,1735,0.010780,39.9
248,1736,0.013255,75.9
249,1737,0.012274,134.0
249,1738,0.010505,32.1
249,1739,0.010832,35.5
249,1740,0.028131,133.9
249,1741,0.010614,69.0
249,1742,0.013853,134.7
249,1743,0.020027,133.7
250,1744,0.011501,68.8
250,1745,0.013397,133.5
250,1746,0.014451,68.7
250,1747,0.011615,69.1
250,1748,0.014131,136.0
250,1749,0.014131,69.0
250,1750,0.017310,68.8
251,1751,0.009014,31.9
251,1752,0.010998,69.0
251,1753,0.012986,68.5
251,1754,0.012039,133.7
251,1755,0.015698,29.8
251,1756,0.012202,32.5
251,1757,0.012165,68.9
252,1758,0.016954,141.2
252,1759,0.011000,27.8
252,1760,0.013956,69.2
252,1761,0.015113,133.5
252,1762,0.010382,27.9
252,1763,0.011104,31.2
252,1764,0.016507,68.8
253,1765,0.011068,69.4
253,1766,0.012478,68.8
253,1767,0.013038,133.3
253,1768,0.013420,40.2
253,1769,0.014931,68.7
253,1770,0.016768,69.8
253,1771,0.014131,35.9
254,1772,0.010587,68.8
254,1773,0.013667,35.9
254,1774,0.014067,140.0
254,1775,0.013863,69.9
254,1776,0.013201,133.4
254,1777,0.013596,69.2
254,1778,0.012985,68.9
255,1779,0.010986,69.2
255,1780,0.009808,133.2
255,1781,0.009145,29.5
255,1782,0.017126,133.8
255,1783,0.012052,70.3
255,1784,0.014667,68.7
255,1785,0.009237,30.8
256,1786,0.011978,70.0
256,1787,0.010884,70.2
256,1788,0.010552,36.8
256,1789,0.013494,69.0
256,1790,0.011733,35.9
256,1791,0.013326,70.0
256,1792,0.008585,36.6
257,1793,0.010450,68.5
257,1794,0.014598,133.2
257,1795,0.015120,133.4
257,1796,0.010378,34.3
257,1797,0.009188,34.0
257,1798,0.012325,68.5
257,1799,0.014149,133.0
258,1800,0.012839,133.8
258,1801,0.016533,68.6
258,1802,0.007542,26.5
258,1803,0.018417,133.7
258,1804,0.009579,31.4
258,1805,0.010645,68.7
258,1806,0.012667,69.4
259,1807,0.011830,68.5
259,1808,0.010143,33.8
259,1809,0.010802,68.7
259,1810,0.009400,31.0
259,1811,0.009372,31.3
259,1812,0.011322,70.1
259,1813,0.012502,68.6
260,1814,0.010146,68.7
260,1815,0.012469,68.6
260,1816,0.010756,28.5
260,1817,0.010127,68.8
260,1818,0.014311,68.9
260,1819,0.016293,68.6
260,1820,0.011074,25.2
261,1821,0.009457,26.7
261,1822,0.011056,68.7
261,1823,0.010874,68.8
261,1824,0.008851,27.7
261,1825,0.010875,68.8
261,1826,0.011191,68.4
261,1827,0.012802,68.4
262,1828,0.010857,134.8
262,1829,0.010552,25.5
262,1830,0.010433,68.7
262,1831,0.009386,32.4
262,1832,0.009132,69.2
262,1833,0.013338,68.8
262,1834,0.017153,68.4
263,1835,0.008681,23.3
263,1836,0.013985,69.3
263,1837,0.008846,25.8
263,1838,0.009808,27.3
263,1839,0.012812,133.3
263,1840,0.010773,138.2
263,1841,0.011722,26.8
264,1842,0.011444,69.7
264,1843,0.010062,68.5
264,1844,0.012995,133.4
264,1845,0.016568,133.5
264,1846,0.016242,135.4
264,1847,0.011041,24.2
264,1848,0.011862,133.4
265,1849,0.015050,133.3
265,1850,0.010846,20.6
265,1851,0.013105,25.6
265,1852,0.013187,133.4
265,1853,0.017775,133.6
265,1854,0.013280,133.1
265,1855,0.012728,68.5
266,1856,0.010015,29.5
266,1857,0.009468,31.2
266,1858,0.012113,133.5
266,1859,0.012183,68.5
266,1860,0.010359,75.4
266,1861,0.011027,68.5
266,1862,0.014659,133.7
267,1863,0.012405,69.4
267,1864,0.014778,133.1
267,1865,0.011933,133.9
267,1866,0.012234,70.3
267,1867,0.014902,133.4
267,1868,0.012710,68.8
267,1869,0.012921,32.2
268,1870,0.010441,32.6
268,1871,0.011767,30.9
268,1872,0.010812,36.0
268,1873,0.011256,35.4
268,1874,0.008658,35.0
268,1875,0.010278,30.5
268,1876,0.013860,71.3
269,1877,0.012336,133.1
269,1878,0.010240,69.3
269,1879,0.015384,135.6
269,1880,0.012019,69.0
269,1881,0.010918,69.9
269,1882,0.008546,76.0
269,1883,0.011873,68.6
270,1884,0.008130,36.7
270,1885,0.007873,33.9
270,1886,0.010546,134.2
270,1887,0.011250,68.8
270,1888,0.012253,69.6
270,1889,0.014398,133.2
270,1890,0.010723,68.6
271,1891,0.009182,71.5
271,1892,0.013775,68.8
271,1893,0.010686,25.7
271,1894,0.010287,68.8
271,1895,0.009419,68.5
271,1896,0.014398,69.3
271,1897,0.015698,133.7
272,1898,0.014956,134.0
272,1899,0.013462,133.9
272,1900,0.008030,29.9
272,1901,0.012735,68.5
272,1902,0.008085,27.6
272,1903,0.009060,33.7
272,1904,0.012662,68.7
273,1905,0.011616,68.7
273,1906,0.010126,133.5
273,1907,0.007500,27.3
273,1908,0.011013,31.2
273,1909,0.009598,28.4
273,1910,0.018487,134.5
273,1911,0.010604,133.7
274,1912,0.010524,26.8
274,1913,0.009114,23.9
274,1914,0.012448,134.6
274,1915,0.009800,71.7
274,1916,0.012997,68.4
274,1917,0.012674,68.7
274,1918,0.010902,68.6
275,1919,0.011547,69.7
275,1920,0.009393,68.8
275,1921,0.010198,68.7
275,1922,0.012529,31.9
275,1923,0.009942,68.5
275,1924,0.012359,29.2
275,1925,0.013293,133.9
276,1926,0.010249,25.3
276,1927,0.012122,68.6
276,1928,0.018056,133.4
276,1929,0.010930,68.8
276,1930,0.013850,134.8
276,1931,0.009257,32.2
276,1932,0.009673,27.9
277,1933,0.017619,68.9
277,1934,0.009992,68.7
277,1935,0.010735,133.7
277,1936,0.010616,68.6
277,1937,0.011204,68.4
277,1938,0.014428,68.4
277,1939,0.007573,35.1
278,1940,0.014381,69.0
278,1941,0.012586,68.6
278,1942,0.009325,31.6
278,1943,0.018448,134.2
278,1944,0.010214,69.7
278,1945,0.010354,68.5
278,1946,0.008500,39.8
279,1947,0.014557,133.4
279,1948,0.010999,133.5
279,1949,0.011053,68.5
279,1950,0.010441,68.5
279,1951,0.010135,69.0
279,1952,0.010330,23.0
279,1953,0.010905,26.0
280,1954,0.009858,68.6
280,1955,0.008323,30.7
280,1956,0.008654,28.4
280,1957,0.011465,76.0
280,1958,0.009809,133.6
280,1959,0.010161,27.2
280,1960,0.012515,68.9
281,1961,0.011694,33.6
281,1962,0.008080,31.0
281,1963,0.017418,133.5
281,1964,0.010450,28.4
281,1965,0.012301,36.7
281,1966,0.016416,133.0
281,1967,0.012252,68.8
282,1968,0.012409,68.5
282,1969,0.012550,68.3
282,1970,0.008104,134.3
282,1971,0.012536,133.4
282,1972,0.009205,69.1
282,1973,0.012218,68.7
282,1974,0.012876,133.3
283,1975,0.010994,68.5
283,1976,0.011240,23.5
283,1977,0.008022,25.3
283,1978,0.011501,68.7
283,1979,0.012188,133.5
283,1980,0.009964,30.5
283,1981,0.009108,69.2
284,1982,0.011808,22.9
284,1983,0.012427,135.1
284,1984,0.012767,138.3
284,1985,0.008401,29.9
284,1986,0.016469,133.6
284,1987,0.009969,68.5
284,1988,0.011510,69.0
285,1989,0.010290,34.0
285,1990,0.008587,25.9
285,1991,0.012503,69.0
285,1992,0.011597,68.9
285,1993,0.013119,133.4
285,1994,0.012078,134.3
285,1995,0.011033,28.6
286,1996,0.015597,68.7
286,1997,0.010439,68.7
286,1998,0.010892,68.7
286,1999,0.007405,32.8
286,2000,0.007219,33.3
286,2001,0.010423,22.2
286,2002,0.010981,26.4
287,2003,0.012057,68.4
287,2004,0.013182,68.6
287,2005,0.012298,68.5
287,2006,0.015773,133.4
287,2007,0.006930,25.2
287,2008,0.013804,133.6
287,2009,0.011372,68.8
288,2010,0.011187,74.0
288,2011,0.012248,68.8
288,2012,0.017036,133.5
288,2013,0.012965,68.6
288,2014,0.014980,68.6
288,2015,0.018594,133.3
288,2016,0.014045,74.2
289,2017,0.010704,26.7
289,2018,0.012247,68.7
289,2019,0.012103,68.7
289,2020,0.014301,68.4
289,2021,0.012959,133.5
289,2022,0.017888,133.7
289,2023,0.010901,69.1
290,2024,0.012554,68.7
290,2025,0.009483,25.2
290,2026,0.012380,68.4
290,2027,0.014172,68.6
290,2028,0.011021,31.6
290,2029,0.010728,35.3
290,2030,0.011707,68.8
291,2031,0.014332,68.4
291,2032,0.013629,68.8
291,2033,0.008916,29.7
291,2034,0.011319,139.6
291,2035,0.013762,135.0
291,2036,0.009348,25.3
291,2037,0.014775,68.6
292,2038,0.010684,69.2
292,2039,0.015194,133.4
292,2040,0.009179,27.5
292,2041,0.009031,68.6
292,2042,0.012171,75.7
292,2043,0.014865,133.4
292,2044,0.011596,68.5
293,2045,0.009280,20.3
293,2046,0.013824,133.6
293,2047,0.013717,133.7
293,2048,0.014193,69.4
293,2049,0.009494,68.6
293,2050,0.020483,140.2
293,2051,0.013169,68.8
294,2052,0.015090,133.7
294,2053,0.013656,133.5
294,2054,0.008840,68.8
294,2055,0.011017,28.2
294,2056,0.014253,68.6
294,2057,0.009785,68.8
294,2058,0.009052,28.5
295,2059,0.019093,133.8
295,2060,0.011826,133.6
295,2061,0.011740,68.4
295,2062,0.008146,23.8
295,2063,0.013132,25.3
295,2064,0.011400,69.8
295,2065,0.010808,133.6
296,2066,0.014115,68.9
